clid	venue	lon	lat	cat	user	year	doy	dow	hour	txt
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	Smeagol_Is_Free	2014	74	6	22	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	philsy28	2014	80	5	19	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	philsy28	2014	83	1	0	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	beyonskeez	2014	88	6	3	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	JD_PGH	2014	104	1	3	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	NaoneCarter	2014	106	3	4	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	PatHanavan	2014	114	4	16	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	BurghJacks	2014	117	0	3	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	PersephoniA	2014	117	0	17	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	savyjune	2014	124	0	4	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA) w/ 2 others
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	danpoteste	2014	124	0	18	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	morgain5	2014	127	3	23	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	kirbypuckett	2014	143	5	21	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	AJPauly	2014	157	5	22	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	kenharman	2014	185	5	19	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	chelseyhoughton	2014	200	6	4	I'm at Winghart's Whiskey &amp; Burger Bar (Pittsburgh, PA)
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	kirbypuckett	2014	205	4	21	I'm at Winghart's Whiskey &amp; Burger Bar w/
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	Silent_Jon	2015	31	6	20	I'm at Winghart's Whiskey &amp; Burger Bar in Pittsburgh, PA
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	dthomson729	2015	38	6	3	I'm at Winghart's Whiskey &amp; Burger Bar in Pittsburgh, PA
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Burger Joint {4bf58dd8d48988d16c941735}	dthomson729	2015	115	6	4	I'm at Winghart's Whiskey &amp; Burger Bar in Pittsburgh, PA
2	twelve	-79.9854	40.4288	Bar {4bf58dd8d48988d116941735}	victoriaxrenee	2014	48	1	6	I'm at twelve w/
2	twelve	-79.9854	40.4288	Bar {4bf58dd8d48988d116941735}	deanosaurus_r3x	2014	55	1	6	I'm at twelve (Pittsburgh, PA)
2	The Rowdy Buck	-79.9842	40.4289	Bar {4bf58dd8d48988d116941735}	mikebarbaro	2014	67	6	3	I'm at The Rowdy Buck (Pittsburgh, PA)
2	The Rowdy Buck	-79.9842	40.4289	Bar {4bf58dd8d48988d116941735}	Shammpoop	2014	82	0	3	I'm at The Rowdy Buck w/
2	The Rowdy Buck	-79.9842	40.4289	Bar {4bf58dd8d48988d116941735}	JasonSudbury	2014	94	5	3	I'm at The Rowdy Buck (Pittsburgh, PA)
2	The Rowdy Buck	-79.9842	40.4289	Bar {4bf58dd8d48988d116941735}	PersephoniA	2014	96	0	4	I'm at The Rowdy Buck (Pittsburgh, PA)
2	The Rowdy Buck	-79.9842	40.4289	Bar {4bf58dd8d48988d116941735}	philsy28	2014	100	4	23	I'm at The Rowdy Buck (Pittsburgh, PA)
2	The Rowdy Buck	-79.9842	40.4289	Bar {4bf58dd8d48988d116941735}	blong0108	2014	150	5	4	I'm at The Rowdy Buck (Pittsburgh, PA)
2	The Rowdy Buck	-79.9842	40.4289	Bar {4bf58dd8d48988d116941735}	jlppimb	2014	306	0	5	I'm at The Rowdy Buck in Pittsburgh, PA
2	The Rowdy Buck	-79.9842	40.4289	Bar {4bf58dd8d48988d116941735}	Bkd4691	2015	67	0	2	I'm at The Rowdy Buck in Pittsburgh, PA
2	American Eagle Outfitters HQ	-79.9628	40.4276	Office {4bf58dd8d48988d124941735}	budherrodjr	2014	153	1	19	I'm at American Eagle Outfitters HQ (Pittsburgh, PA)
2	18th Street Steps	-79.9807	40.4248	Bus Stop {52f2ab2ebcbc57f1066b8b4f}	DJTMI	2014	154	2	20	Just posted a photo 18th Street Steps
2	18th Street Steps	-79.9807	40.4248	Bus Stop {52f2ab2ebcbc57f1066b8b4f}	DJTMI	2014	154	2	20	Just posted a photo 18th Street Steps
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	JDubsWorld	2014	33	0	5	I'm at Jack's Bar (Pittsburgh, PA)
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	JDubsWorld	2014	41	1	2	I'm at Jack's Bar (Pittsburgh, PA)
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	PatHanavan	2014	43	3	1	I'm at Jack's Bar (Pittsburgh, PA)
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	curvystahaven	2014	74	6	23	I'm at Jack's Bar w/
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	Smeagol_Is_Free	2014	129	5	1	I'm at Jack's Bar (Pittsburgh, PA)
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	genericscissors	2014	189	2	3	I'm at Jack's Bar (Pittsburgh, PA) w/ 2 others
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	Smeagol_Is_Free	2014	193	6	2	I'm at Jack's Bar (Pittsburgh, PA)
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	monicalynne68	2014	193	6	17	I'm at Jack's Bar (Pittsburgh, PA)
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	monicalynne68	2014	194	0	17	I'm at Jack's Bar (Pittsburgh, PA)
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	chelseyhoughton	2014	202	1	2	I'm at Jack's Bar (Pittsburgh, PA)
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	acetwo2k5	2014	363	1	3	I'm at Jack's Bar in Pittsburgh, PA
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	dthomson729	2015	42	3	5	I'm at Jack's Bar in Pittsburgh, PA
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	Bkd4691	2015	67	0	3	I'm at Jack's Bar in Pittsburgh, PA
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	acetwo2k5	2015	85	4	3	I'm at Jack's Bar in Pittsburgh, PA
2	Jack's Bar	-79.9866	40.4288	Dive Bar {4bf58dd8d48988d118941735}	CROLIVIN	2015	138	1	5	I'm at Jack's Bar in Pittsburgh, PA
2	Cupka's Cafe II	-79.9723	40.4282	Bar {4bf58dd8d48988d116941735}	valarias	2015	53	0	2	I'm at Cupka's Cafe II in Pittsburgh, PA
2	Cupka's Cafe II	-79.9723	40.4282	Bar {4bf58dd8d48988d116941735}	TSHEFF_FRESHA	2015	81	0	1	I'm at Cupka's Cafe II in Pittsburgh, PA
2	Cupka's Cafe II	-79.9723	40.4282	Bar {4bf58dd8d48988d116941735}	PittsburghFred	2015	184	5	23	I'm at Cupka's Cafe II in Pittsburgh, PA
2	Blue Lou's	-79.9829	40.4288	Sports Bar {4bf58dd8d48988d11d941735}	philsy28	2014	82	0	23	I'm at Blue Lou's (Pittsburgh, PA)
2	Commonwealth Press Warehouse	-79.9726	40.4302	Clothing Store {4bf58dd8d48988d103951735}	TravelingTricia	2014	123	6	17	I'm at Commonwealth Press Warehouse (Pittsburgh, PA) w/ 11 others
2	American Eagle HQ	-79.9634	40.4270	Coworking Space {4bf58dd8d48988d174941735}	F____ck	2014	168	2	16	I'm at American Eagle HQ (Pittsburgh, PA)
2	American Eagle HQ	-79.9634	40.4270	Coworking Space {4bf58dd8d48988d174941735}	cjwolfel	2015	281	4	19	I'm at American Eagle HQ in Pittsburgh, PA
2	Pale Horse Tattoo	-79.9875	40.4287	Tattoo Parlor {4bf58dd8d48988d1de931735}	Christophe1967	2014	153	1	21	I'm at Pale Horse Tattoo w/
2	Pale Horse Tattoo	-79.9875	40.4287	Tattoo Parlor {4bf58dd8d48988d1de931735}	ErickItaberaba	2014	154	2	6	I'm at Pale Horse Tattoo (Pittsburgh, PA)
2	The Zenith	-79.9689	40.4267	Vegetarian / Vegan Restaurant {4bf58dd8d48988d1d3941735}	jmoneyfaust	2014	47	0	17	I'm at The Zenith (Pittsburgh, PA) w/ 2 others
2	The Zenith	-79.9689	40.4267	Vegetarian / Vegan Restaurant {4bf58dd8d48988d1d3941735}	ArthurSB73	2014	96	0	17	I'm at The Zenith (Pittsburgh, PA) w/ 4 others
2	The Zenith	-79.9689	40.4267	Vegetarian / Vegan Restaurant {4bf58dd8d48988d1d3941735}	xoRogerHarvey	2014	82	0	16	Just posted a photo The Zenith
2	Jaggerbush	-79.9732	40.4266	Bar {4bf58dd8d48988d116941735}	michgal_ga	2014	299	0	3	I'm at Jaggerbush in Pittsburgh, PA w/
2	Cupka's Cafe	-79.9706	40.4264	American Restaurant {4bf58dd8d48988d14e941735}	PittsburghFred	2014	102	6	3	I'm at Cupka's Cafe (Pittsburgh, PA)
2	Cupka's Cafe	-79.9706	40.4264	American Restaurant {4bf58dd8d48988d14e941735}	PittsburghFred	2014	144	6	4	I'm at Cupka's Cafe (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	jnic14	2014	25	6	21	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 3 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	JamesBero	2014	30	4	23	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 2 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	JDubsWorld	2014	32	6	5	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	kenharman	2014	32	6	21	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	kreeves53	2014	36	3	18	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	mgeeezyy	2014	38	5	18	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	Schmidtburgh	2014	46	6	21	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 5 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	mlenosh	2014	47	0	8	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	SweetCanadian32	2014	48	1	22	I'm at Fat Head's Saloon - w/
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	LUKE_was	2014	52	5	19	I'm at Fat Head's Saloon - w/
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	BAVars914	2014	53	6	20	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 6 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	danpoteste	2014	57	3	3	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	acetwo2k5	2014	57	3	23	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 3 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	Teddybear60	2014	63	2	19	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	Jtp195	2014	66	5	23	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	nikki412	2014	67	6	17	I'm at Fat Head's Saloon - w/
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	philsy28	2014	71	3	0	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	cmakattack	2014	72	4	16	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 2 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	fouxdafafa	2014	72	4	22	I'm at Fat Head's Saloon (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	mikebarbaro	2014	73	5	17	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 3 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	monicalynne68	2014	75	0	19	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 2 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	niCholleeeyo	2014	77	2	16	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	acetwo2k5	2014	79	4	0	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	kirbypuckett	2014	80	5	22	I'm at Fat Head's Saloon - w/
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	MomAteMyGod	2014	81	6	20	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 12 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	BeautyandFeast	2014	82	0	15	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 2 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	philsy28	2014	83	1	2	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	AbbyDinges	2014	90	1	21	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	JasonSudbury	2014	94	5	3	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 2 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	dougoldham	2014	95	6	23	I'm at Fat Head's Saloon - w/
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	JIMMYT_MCFC	2014	102	6	19	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 5 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	NickBrown430	2014	116	6	0	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	chernysh	2014	123	6	21	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 3 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	Schmidtburgh	2014	130	6	18	I'm at Fat Head's Saloon - w/
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	billsindewald	2014	130	6	19	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 5 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	AGWilson	2014	131	0	20	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 3 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	danpoteste	2014	136	5	22	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	Sean_Morrissey	2014	141	3	4	I'm at Fat Head's Saloon - w/
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	JesseJRaven	2014	144	6	22	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	gelaterrano	2014	147	2	2	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 2 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	black_rhino	2014	157	5	1	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 2 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	griffinlynch	2014	157	5	22	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	keljcollins	2014	157	5	23	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 2 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	priestp1	2014	172	6	16	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 2 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	travelingtatum	2014	172	6	18	I'm at Fat Head's Saloon - (Pittsburgh, PA) w/ 2 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	joeldombek	2014	175	2	16	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	Schmidtburgh	2014	185	5	18	I'm at Fat Head's Saloon - w/
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	kerryleemay	2014	187	0	22	I'm at Fat Head's Saloon - (Pittsburgh, PA)
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	kenharman	2014	221	6	19	I'm at Fat Head's Saloon - in Pittsburgh, PA w/ 4 others
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	drewBbalis	2014	241	5	19	I'm at Fat Head's Saloon in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	Joe231k	2014	241	5	21	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	kerryleemay	2014	317	4	23	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	spots87	2014	337	3	3	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	acetwo2k5	2014	350	2	23	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	lostmethod1	2014	350	2	23	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	MomAteMyGod	2014	353	5	18	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	debrodger11	2014	354	6	3	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	JessicaRricci	2014	365	3	21	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	lostmethod1	2015	19	1	22	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	featherb00	2015	27	2	0	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	lisarec	2015	30	5	0	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	pantster	2015	49	3	23	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	lisarec	2015	53	0	1	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	RCTheFox	2015	58	5	17	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	acetwo2k5	2015	58	5	23	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	lostmethod1	2015	58	5	23	I'm at Fat Head's Saloon - in Pittsburgh, PA w/
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	MomAteMyGod	2015	93	5	18	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	MomAteMyGod	2015	104	2	22	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	lisarec	2015	142	5	3	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	BurghJacks	2015	145	1	0	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	JIMMYT_MCFC	2015	172	0	21	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	dthomson729	2015	206	6	0	I'm at Fat Head's Saloon - in Pittsburgh, PA
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	KrysPhan	2015	240	5	1	I'm at Fat Head's Saloon - in Pittsburgh, PA w/
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	NerdasaurusJess	2015	250	1	20	I'm at Fat Head's Saloon - in Pittsburgh, PA w/
2	Fat Head's Saloon	-79.9801	40.4289	Bar {4bf58dd8d48988d116941735}	JoshLouie	2014	81	6	18	Just posted a photo Fat Head's Saloon
2	Lin's Asian Fusion	-79.9767	40.4285	Asian Restaurant {4bf58dd8d48988d142941735}	gabri_pierre	2014	290	5	23	Just posted a photo Lin's Asian Fusion
2	Lin's Asian Fusion	-79.9767	40.4285	Asian Restaurant {4bf58dd8d48988d142941735}	keljcollins	2014	114	4	17	I'm at Lin's Asian Fusion (Pittsburgh, PA)
2	Lin's Asian Fusion	-79.9767	40.4285	Asian Restaurant {4bf58dd8d48988d142941735}	IPhillyBoy2011	2014	138	0	22	I'm at Lin's Asian Fusion (Pittsburgh, PA)
2	Little Tokyo Bistro	-79.9753	40.4283	Sushi Restaurant {4bf58dd8d48988d1d2941735}	JannaMarie16	2014	101	5	22	I'm at Little Tokyo Bistro (Pittsburgh, PA)
2	Little Tokyo Bistro	-79.9753	40.4283	Sushi Restaurant {4bf58dd8d48988d1d2941735}	mrstevegross	2014	102	6	23	I'm at Little Tokyo Bistro (Pittsburgh, PA) w/ 3 others
2	Little Tokyo Bistro	-79.9753	40.4283	Sushi Restaurant {4bf58dd8d48988d1d2941735}	Jessi_said_what	2015	71	4	1	I'm at Little Tokyo Bistro in Pittsburgh, PA
2	Local Bar + Kitchen	-79.9829	40.4289	American Restaurant {4bf58dd8d48988d14e941735}	shortstack68	2015	155	4	20	Just posted a photo Local Bar + Kitchen
2	Local Bar + Kitchen	-79.9829	40.4289	American Restaurant {4bf58dd8d48988d14e941735}	kerryleemay	2014	33	0	1	I'm at Local Bar + Kitchen - (Pittsburgh, PA)
2	Local Bar + Kitchen	-79.9829	40.4289	American Restaurant {4bf58dd8d48988d14e941735}	Schmidtburgh	2014	47	0	0	I'm at Local Bar + Kitchen - (Pittsburgh, PA)
2	Local Bar + Kitchen	-79.9829	40.4289	American Restaurant {4bf58dd8d48988d14e941735}	keljcollins	2014	53	6	22	I'm at Local Bar + Kitchen - (Pittsburgh, PA)
2	Local Bar + Kitchen	-79.9829	40.4289	American Restaurant {4bf58dd8d48988d14e941735}	mikebarbaro	2014	60	6	3	I'm at Local Bar + Kitchen - (Pittsburgh, PA)
2	Local Bar + Kitchen	-79.9829	40.4289	American Restaurant {4bf58dd8d48988d14e941735}	mikebarbaro	2014	81	6	2	I'm at Local Bar + Kitchen - (Pittsburgh, PA) w/ 2 others
2	Local Bar + Kitchen	-79.9829	40.4289	American Restaurant {4bf58dd8d48988d14e941735}	beyonskeez	2014	88	6	5	I'm at Local Bar + Kitchen - (Pittsburgh, PA)
2	Local Bar + Kitchen	-79.9829	40.4289	American Restaurant {4bf58dd8d48988d14e941735}	JannaMarie16	2014	124	0	21	I'm at Local Bar + Kitchen - (Pittsburgh, PA) w/ 2 others
2	Local Bar + Kitchen	-79.9829	40.4289	American Restaurant {4bf58dd8d48988d14e941735}	Jtp195	2014	152	0	2	I'm at Local Bar + Kitchen - (Pittsburgh, PA)
