,cluster0,,,,cluster1,,,,cluster2,,,,cluster3,,,,cluster4,,,,cluster5,,,,cluster6,,,,cluster7,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2015-07-10,104,2.814,5.007,3.000,3,0.895,1.000,0.000,16,0.196,1.000,1.000,7,2.300,2.000,1.000,44,2.324,6.000,3.000,8,1.491,1.000,0.000,1,-0.142,0.000,0.000,5,0.533,1.000,0.000
2015-07-11,145,3.189,8.000,4.000,12,3.504,3.000,1.000,11,4.487,2.368,0.000,15,15.514,7.000,0.000,38,-0.098,4.154,2.000,16,2.943,2.000,0.000,3,1.811,1.000,0.000,10,0.298,2.368,2.000
2015-07-12,72,8.520,9.000,2.001,6,2.573,1.000,0.000,23,0.143,2.001,1.000,4,5.763,3.000,0.000,43,11.407,7.000,2.000,5,1.441,0.000,0.000,7,1.936,2.000,0.000,13,-0.196,0.000,0.000
2015-07-13,106,-4.895,6.136,6.000,3,0.110,0.000,0.000,7,2.574,1.000,0.000,3,-1.811,0.000,1.000,59,8.126,11.000,3.000,11,1.030,1.000,0.000,7,1.573,2.000,0.000,5,2.407,2.000,0.000
2015-07-14,57,4.334,4.368,1.050,5,1.189,0.000,0.000,5,0.465,0.000,0.000,4,-0.568,0.000,0.000,9,-0.359,1.000,1.000,13,-0.142,0.000,0.000,7,-0.035,0.000,0.000,3,-0.075,0.050,0.000
2015-07-15,47,6.350,1.368,0.000,18,-0.261,2.000,0.000,8,1.654,2.000,1.000,2,1.175,1.000,0.000,8,1.163,0.000,0.000,9,-0.284,0.000,0.000,4,2.404,2.000,0.000,4,1.274,1.000,0.000
2015-07-16,60,4.458,3.018,0.000,20,-2.363,1.000,1.000,10,5.184,2.000,0.000,3,-1.148,0.000,0.000,4,0.291,0.000,0.000,12,0.261,1.000,1.000,6,4.076,2.000,0.000,3,0.755,0.000,0.000
2015-07-17,70,3.719,4.000,1.001,7,1.577,1.000,0.000,7,1.809,2.018,1.000,0,0.000,0.000,0.000,8,5.579,3.000,0.000,30,5.045,2.000,0.000,4,-0.426,0.000,0.000,6,0.369,1.000,0.000
2015-07-18,81,10.605,4.142,0.000,12,1.526,0.000,0.000,23,10.750,7.018,0.000,10,7.793,4.000,0.000,12,-0.150,0.000,0.000,27,0.879,3.000,1.000,3,1.700,1.000,0.000,12,0.305,2.000,0.000
2015-07-19,25,7.134,4.000,1.000,8,3.472,2.000,0.000,13,1.005,3.000,1.000,2,0.841,0.000,0.000,11,0.220,0.000,0.000,15,-0.732,2.000,1.000,3,1.012,1.000,0.000,4,0.117,0.000,0.000
2015-07-20,51,0.489,2.000,1.000,7,-4.777,0.000,2.000,14,0.320,0.000,1.050,0,0.000,0.000,0.000,2,-0.000,0.000,0.000,11,-0.103,0.000,0.000,3,2.322,2.000,0.000,5,0.792,0.000,0.000
2015-07-21,67,4.821,2.018,1.000,9,3.011,2.000,0.000,11,3.688,2.000,0.000,1,-0.142,0.000,0.000,8,1.303,0.000,0.000,20,-0.554,1.000,1.135,3,-0.426,0.000,0.000,5,0.006,0.000,0.000
2015-07-22,51,9.355,6.100,1.000,4,1.875,1.000,0.000,11,-2.738,0.000,2.000,1,1.580,1.000,0.000,7,2.606,1.000,0.000,16,0.323,1.000,1.000,7,2.465,2.000,0.000,12,6.539,5.000,1.000
2015-07-23,58,3.199,3.424,2.000,9,-1.641,0.000,1.000,16,-0.377,0.000,1.000,3,-1.350,0.000,1.000,26,-0.466,2.000,1.000,18,0.864,0.368,0.000,2,-0.139,0.002,0.000,9,-1.278,0.000,0.000
2015-07-24,61,4.693,4.007,0.000,9,1.810,2.000,1.000,14,-0.434,1.000,0.000,4,1.342,1.000,0.000,45,10.193,7.271,1.018,18,-0.568,0.000,0.000,5,1.007,1.050,0.000,3,-0.341,0.000,0.000
2015-07-25,49,2.878,4.007,1.000,8,-1.062,0.000,1.000,14,0.074,1.000,1.000,0,0.000,0.000,0.000,45,3.354,5.000,1.368,12,-0.000,0.000,0.000,4,1.900,1.000,0.000,3,0.245,0.000,0.000
2015-07-26,29,7.100,5.000,0.000,7,-1.261,0.000,0.000,17,1.324,3.000,2.000,0,0.000,0.000,0.000,39,2.509,4.000,0.000,20,2.979,2.000,0.000,4,-0.724,0.000,0.000,4,1.210,0.000,0.000
2015-07-27,21,0.328,0.000,0.000,2,1.537,1.000,0.000,2,0.110,0.000,0.000,0,0.000,0.000,0.000,4,-0.777,0.000,0.000,19,-0.000,0.000,0.000,2,2.758,2.000,0.000,1,0.983,0.000,0.000
2015-07-28,18,0.125,0.000,0.000,3,4.054,3.000,0.000,1,-0.007,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,14,0.724,0.000,0.000,1,-0.142,0.000,0.000,1,1.434,1.000,0.000
2015-07-29,17,-2.299,0.000,0.000,4,-1.371,0.000,0.000,8,-1.036,0.000,1.000,0,0.000,0.000,0.000,7,-0.142,0.000,0.000,30,-2.543,1.000,2.000,2,0.732,0.000,0.000,2,-2.241,0.000,1.000
2015-07-30,28,0.719,1.000,0.000,1,0.000,0.000,0.000,6,2.149,1.000,0.000,0,0.000,0.000,0.000,4,-0.000,0.000,0.000,15,-1.084,0.000,0.000,1,1.566,1.000,0.000,0,0.000,0.000,0.000
2015-07-31,1,-0.579,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.000,0.000,0.000,1,-0.000,0.000,0.000,1,0.696,0.000,0.000,0,0.000,0.000,0.000
2015-08-01,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-02,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-03,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-04,17,0.078,1.000,0.000,2,-0.284,0.000,0.000,3,0.607,0.000,0.000,2,1.029,0.000,0.000,14,6.298,4.000,1.000,8,-0.142,0.000,0.000,1,-0.604,0.000,0.000,1,1.243,1.000,0.000
2015-08-05,31,0.986,0.000,0.000,1,-0.739,0.000,0.000,8,1.821,2.000,0.000,1,-1.051,0.000,1.000,15,0.656,2.000,0.000,12,0.000,0.000,0.000,3,-0.426,0.000,0.000,2,1.122,1.000,0.000
2015-08-06,25,2.149,2.000,0.000,3,-0.284,0.000,0.000,2,-0.004,0.000,0.000,0,0.000,0.000,0.000,7,1.949,2.000,0.000,13,-0.000,0.000,0.000,0,0.000,0.000,0.000,1,-1.051,0.000,1.000
2015-08-07,29,1.920,2.000,0.000,1,-0.003,0.000,0.000,3,-0.426,0.000,0.000,1,0.824,0.000,0.000,6,0.549,0.050,0.000,8,-0.142,0.000,0.000,1,1.413,1.000,0.000,1,1.040,1.000,0.000
2015-08-08,9,0.799,1.000,0.000,1,-0.142,0.000,0.000,5,3.202,2.000,0.000,1,-0.000,0.000,0.000,9,-3.040,0.050,1.000,5,-0.000,0.000,0.000,0,0.000,0.000,0.000,4,0.249,0.000,0.000
2015-08-09,6,-0.501,1.000,1.000,0,0.000,0.000,0.000,2,0.781,0.000,0.000,0,0.000,0.000,0.000,1,-0.003,0.000,0.000,3,-0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-10,10,3.116,2.000,0.000,0,0.000,0.000,0.000,2,0.213,0.000,0.000,0,0.000,0.000,0.000,1,-0.000,0.000,0.000,2,-0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-11,2,-0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-12,25,0.494,0.000,1.000,4,1.548,0.000,0.000,2,-0.142,0.000,0.000,1,-0.533,0.000,0.000,3,-0.000,0.000,0.000,13,-0.284,0.000,0.000,2,0.113,0.000,0.000,1,-0.142,0.000,0.000
2015-08-13,35,1.707,0.000,0.000,7,0.551,1.000,0.000,8,0.636,0.001,0.000,2,0.096,0.000,0.000,5,1.047,1.000,0.000,9,-3.261,0.000,2.000,7,1.878,2.002,0.000,2,-0.284,0.000,0.000
2015-08-14,93,9.778,4.000,0.000,11,2.163,1.000,0.000,17,4.389,4.000,0.000,1,-0.142,0.000,0.000,9,1.097,1.000,0.000,27,-1.244,0.000,1.000,7,1.588,2.000,1.000,13,-1.562,0.000,0.000
2015-08-15,53,-0.264,1.018,0.000,1,-0.142,0.000,0.000,10,5.035,4.000,0.000,2,2.031,1.000,0.000,8,2.592,1.000,0.000,42,5.797,2.000,0.000,4,2.197,1.000,0.000,4,0.703,1.000,0.000
2015-08-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-17,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-18,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-21,49,0.640,1.000,1.000,9,2.701,1.000,0.000,8,4.019,2.000,0.000,2,0.050,0.000,0.000,38,9.115,6.000,1.000,17,1.175,1.000,0.000,6,-2.192,0.000,2.000,8,0.856,1.000,0.000
2015-08-22,79,1.749,3.000,0.001,13,5.970,4.000,2.000,12,6.169,4.368,0.000,5,0.518,1.000,0.000,77,23.599,18.429,2.368,24,-1.441,1.000,1.000,5,-0.134,0.368,0.202,3,-0.426,0.000,0.000
2015-08-23,65,0.079,3.000,2.000,12,4.053,3.000,0.018,16,4.383,2.000,0.000,8,-2.338,1.000,2.000,36,9.352,6.271,0.000,98,10.067,9.000,3.000,11,2.405,2.000,0.000,5,-0.934,0.000,1.000
2015-08-24,74,6.666,5.000,1.000,18,-0.929,2.000,2.000,10,2.518,1.000,0.000,1,-0.142,0.000,0.000,47,11.159,10.339,2.000,27,0.135,1.000,0.000,9,1.846,2.008,0.000,0,0.000,0.000,0.000
2015-08-25,98,11.941,6.000,0.000,21,0.698,2.000,2.000,16,0.171,1.000,0.000,5,1.513,1.000,0.000,6,-0.142,0.000,0.000,30,1.118,1.000,0.000,2,1.257,1.000,0.000,4,0.415,0.000,0.000
2015-08-26,43,4.765,2.368,0.001,20,0.398,2.000,1.000,10,4.215,2.000,1.000,2,1.445,1.000,0.000,6,1.140,1.000,0.000,12,0.515,0.000,0.000,6,0.129,1.001,1.000,3,-1.044,0.000,1.000
2015-08-27,75,2.680,2.271,0.000,14,2.358,3.000,1.000,9,1.594,2.000,0.000,1,-0.622,0.000,0.000,5,2.656,1.000,0.000,10,1.047,1.000,0.000,4,1.050,1.000,0.000,5,2.930,2.000,0.000
2015-08-28,93,2.138,4.000,1.000,21,4.827,2.000,0.000,7,0.074,1.000,1.000,5,0.636,1.000,0.000,26,2.913,2.000,0.000,17,6.493,6.000,1.000,4,1.486,1.000,0.000,3,1.087,1.000,0.000
2015-08-29,73,4.529,2.000,1.000,24,0.947,3.000,2.000,14,0.680,1.000,1.000,6,6.334,4.000,0.000,49,10.465,9.018,0.000,40,0.131,0.000,0.000,5,1.494,1.000,0.000,7,-0.531,0.000,0.000
2015-08-30,53,-0.905,2.000,0.000,28,7.018,4.000,0.000,16,2.985,2.007,1.050,6,2.034,2.000,0.000,70,4.133,7.000,2.000,24,1.559,1.000,0.000,4,1.595,1.000,0.000,8,2.431,2.135,0.000
2015-08-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-01,98,3.339,3.000,1.001,19,0.844,2.000,1.000,10,0.537,1.018,1.000,5,2.399,1.050,0.000,14,-3.396,0.000,2.000,23,-0.284,0.000,0.000,7,0.766,0.000,0.000,0,0.000,0.000,0.000
2015-09-02,83,1.897,4.019,0.000,33,-0.970,3.000,2.018,9,3.123,1.138,0.000,11,0.859,2.000,1.000,11,-2.681,0.000,1.000,33,2.063,1.000,0.000,5,-0.001,1.000,1.000,3,-0.287,0.000,0.000
2015-09-03,146,-1.992,2.050,0.000,36,8.071,6.000,0.000,20,4.659,3.000,0.000,6,3.019,1.000,0.000,15,0.890,1.000,0.000,68,7.797,6.000,0.000,6,-0.077,0.000,0.000,8,-0.854,0.135,0.000
2015-09-04,115,6.807,3.000,0.000,28,5.500,6.000,1.000,30,-0.481,4.368,2.000,8,1.834,0.050,0.000,18,-0.476,0.000,0.000,116,8.287,7.368,0.000,12,3.044,1.000,0.000,13,-0.233,0.000,0.000
2015-09-05,150,14.282,10.000,1.050,41,8.229,7.000,1.000,22,4.753,4.368,1.000,4,-0.284,0.000,0.000,28,4.848,3.000,0.000,132,31.123,19.736,3.000,5,2.237,1.000,0.000,18,3.019,2.000,1.000
2015-09-06,80,8.565,7.018,1.001,27,2.793,3.000,2.000,27,3.902,4.000,0.000,3,3.355,2.000,0.000,9,1.491,1.000,0.000,59,11.699,7.000,0.000,4,0.071,0.000,0.000,9,-0.565,0.000,1.000
2015-09-07,101,4.541,3.000,0.000,28,5.031,3.000,1.018,24,2.380,1.368,0.000,5,1.161,1.000,0.000,25,-1.374,1.368,2.000,44,3.723,4.135,1.000,6,4.544,3.000,0.202,3,-0.131,0.000,0.000
2015-09-08,41,3.011,0.000,0.000,4,0.209,0.000,0.000,13,5.686,3.104,0.000,3,1.257,1.000,0.000,6,1.151,1.000,0.000,22,2.599,1.000,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000
2015-09-09,20,3.264,2.000,0.000,5,1.694,1.000,0.000,6,3.058,1.000,0.000,0,0.000,0.000,0.000,5,0.483,0.000,0.000,9,-0.000,0.000,0.000,3,-1.516,0.000,1.000,2,0.330,0.000,0.000
2015-09-10,50,4.009,2.003,0.000,8,2.464,1.000,0.000,5,-0.568,0.000,0.000,1,0.760,0.000,0.000,22,4.499,3.000,0.000,25,1.785,0.000,0.000,2,-0.047,0.000,0.000,4,-1.201,1.000,1.000
2015-09-11,22,3.966,3.000,0.000,6,2.290,1.000,0.000,1,-0.142,0.000,0.000,3,2.136,1.007,0.000,10,2.333,1.000,0.000,6,0.000,0.000,0.000,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000
2015-09-12,36,-0.138,2.000,2.000,12,2.577,2.000,0.000,6,2.791,1.000,0.000,1,-0.142,0.000,0.000,9,2.901,2.000,0.000,1,0.809,0.000,0.000,1,-1.790,0.000,1.000,2,0.746,0.000,0.000
2015-09-13,60,1.002,5.050,2.000,12,5.771,2.000,0.000,16,2.433,3.000,0.000,1,0.348,0.000,0.000,47,3.783,3.135,1.000,22,-0.994,0.000,0.000,4,-0.835,0.000,0.000,13,3.475,2.000,0.000
2015-09-14,43,0.089,1.135,0.000,8,4.990,3.000,0.000,5,0.486,1.000,0.000,2,1.963,1.000,0.000,3,3.352,1.000,0.000,15,1.488,0.000,0.000,4,-0.279,0.000,0.000,7,1.090,1.000,0.000
2015-09-15,46,4.912,3.050,0.000,7,1.007,1.000,2.000,8,0.995,1.000,0.000,3,3.781,2.000,0.000,22,1.366,2.368,0.000,17,-0.194,0.000,0.000,2,-0.930,0.007,0.000,4,-0.916,0.000,0.000
2015-09-16,15,0.260,1.000,0.000,5,0.948,1.000,0.000,11,-0.351,0.368,0.000,3,0.092,1.000,1.000,29,7.122,4.000,1.000,15,0.082,0.000,0.000,2,0.369,0.000,0.000,5,2.705,2.368,0.000
2015-09-17,23,1.528,2.000,0.000,4,-0.356,1.000,1.000,4,1.164,1.000,1.000,2,1.179,1.000,0.000,15,9.331,5.000,0.000,9,2.460,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-18,3,-0.426,0.000,0.000,1,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,1,-0.000,0.000,0.000,3,0.156,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-19,52,5.104,3.368,1.000,7,1.513,1.000,0.000,6,-1.677,0.000,1.000,1,0.525,0.000,0.000,17,1.472,3.000,2.000,23,4.411,2.000,0.000,6,-0.295,0.000,0.000,6,1.971,2.000,0.000
2015-09-20,14,1.764,2.000,1.000,7,6.958,4.000,0.000,3,1.956,1.000,0.000,1,1.537,1.000,0.000,4,2.666,2.000,0.000,35,6.082,5.000,0.000,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000
2015-09-21,98,7.075,4.503,0.000,34,5.905,4.000,0.000,15,4.995,3.000,0.050,3,1.666,0.000,0.000,10,2.545,1.000,0.000,72,10.777,9.000,2.000,11,-0.356,0.368,0.000,0,0.000,0.000,0.000
2015-09-22,101,4.365,1.185,0.000,20,3.862,3.000,0.000,21,-1.048,0.000,0.000,24,12.307,5.013,0.000,12,0.870,0.000,0.000,43,2.912,3.000,1.271,4,3.171,2.000,0.000,11,-2.313,0.000,2.000
2015-09-23,106,4.133,5.135,2.000,14,-2.417,0.000,2.000,17,-0.421,0.000,2.000,19,12.029,4.000,0.000,18,1.119,1.000,0.000,27,0.880,1.000,0.000,13,1.030,0.368,0.202,7,2.920,1.000,0.000
2015-09-24,83,-4.707,0.000,1.000,19,5.332,5.000,3.000,9,4.295,2.002,0.000,2,2.748,2.000,0.000,20,1.455,0.000,1.000,36,3.024,2.000,0.000,8,2.585,4.007,1.000,11,-0.651,0.135,0.000
2015-09-25,80,11.513,8.000,2.000,25,3.520,5.000,2.001,12,1.280,1.013,0.000,6,2.168,1.007,0.000,11,-0.284,0.000,0.000,34,0.467,4.000,3.000,11,4.339,2.000,0.000,10,-2.387,0.000,1.000
2015-09-26,58,-2.893,3.135,2.000,22,4.530,3.000,1.000,26,6.311,5.135,0.000,17,9.141,5.000,0.000,14,-0.395,1.000,1.000,26,4.266,3.000,0.000,5,0.225,1.000,1.000,12,2.393,2.000,0.000
2015-09-27,112,22.810,15.000,0.000,35,10.475,6.000,0.001,34,2.739,2.001,0.000,9,5.827,4.000,0.000,16,1.800,1.000,0.000,86,-0.955,1.000,1.000,5,-0.515,1.000,1.000,12,2.047,1.000,0.000
2015-09-28,51,5.072,7.000,0.000,25,11.432,5.007,0.000,5,-0.063,0.000,0.000,8,4.599,3.007,0.000,49,3.285,5.000,3.000,27,-0.284,0.000,0.000,2,1.818,0.000,0.000,2,-0.284,0.000,0.000
2015-09-29,66,4.389,1.271,0.000,12,-0.601,0.000,0.000,8,0.266,0.000,0.000,2,-0.085,0.007,0.000,47,-3.430,1.271,2.000,34,-0.149,0.000,0.000,3,0.493,0.000,0.000,7,-2.838,1.000,3.000
2015-09-30,58,-2.146,0.368,0.001,15,1.033,1.000,1.000,7,1.571,1.368,1.000,13,7.922,5.000,0.000,53,6.807,6.000,0.000,20,0.975,0.000,0.000,4,1.901,1.001,0.000,1,-0.003,0.000,0.000
2015-10-01,74,6.377,6.000,1.007,19,-3.111,1.000,2.000,16,2.653,3.050,1.050,12,10.440,6.000,0.000,46,-0.424,4.368,2.000,91,7.357,8.000,4.000,5,-0.249,0.000,0.000,7,-0.715,0.000,0.000
2015-10-02,77,-2.393,3.368,2.000,20,7.487,3.000,0.000,16,-0.767,0.000,0.050,6,1.207,1.000,0.000,63,2.923,4.639,0.000,244,25.164,23.000,2.000,11,0.914,1.000,0.202,10,0.108,0.000,1.000
2015-10-03,94,9.019,7.368,0.013,32,5.375,6.000,2.018,29,-1.252,3.000,4.000,11,1.522,3.000,1.000,71,-0.745,3.639,2.000,36,8.618,6.000,0.000,10,2.507,2.000,1.000,15,-2.019,1.000,1.000
2015-10-04,73,5.916,1.871,1.000,50,10.050,10.000,3.000,32,4.415,6.000,1.000,37,17.279,11.000,1.000,142,50.045,29.889,1.000,27,0.017,1.000,1.000,8,2.631,1.368,0.000,14,0.585,0.135,0.000
2015-10-05,86,1.107,4.504,1.002,25,8.786,5.000,0.002,12,1.734,2.000,2.000,6,0.087,0.135,0.000,14,1.506,1.000,0.000,30,4.114,2.135,0.000,7,1.148,2.000,0.000,4,-0.017,0.135,0.000
2015-10-06,45,1.528,2.774,0.000,4,5.632,3.000,0.000,11,2.367,2.000,0.000,1,-0.142,0.000,0.000,19,5.645,3.000,0.000,16,0.334,0.000,0.000,7,0.824,1.000,0.000,3,-0.426,0.000,0.000
2015-10-07,39,-0.054,2.000,0.000,14,3.391,2.000,0.000,6,0.636,0.000,0.000,1,-0.142,0.000,0.000,95,4.100,7.368,1.018,8,0.728,0.000,0.000,3,1.005,0.000,0.000,3,0.050,0.000,0.000
2015-10-08,103,13.127,9.503,3.000,18,2.759,2.000,0.000,21,3.971,3.000,0.000,10,3.403,2.007,0.000,168,2.221,16.503,10.368,26,0.719,3.000,2.000,6,1.195,1.001,0.000,8,-0.136,0.368,0.000
2015-10-09,70,14.552,6.000,1.000,26,6.393,3.000,2.018,14,1.619,3.000,1.000,10,5.517,4.000,0.000,14,2.710,2.000,0.000,25,0.732,1.000,0.000,3,0.280,0.368,0.000,12,2.299,5.000,2.000
2015-10-10,66,7.254,5.000,0.020,39,4.009,6.000,2.000,24,-2.378,3.002,3.736,21,5.639,3.368,0.000,11,-0.299,1.000,1.000,88,20.447,17.271,2.000,1,1.743,1.000,0.000,15,1.740,2.000,0.000
2015-10-11,93,9.272,7.000,1.000,35,18.483,11.000,2.000,29,2.110,4.000,0.050,11,5.933,4.000,0.000,6,-0.647,1.000,1.000,24,1.877,1.000,1.000,4,-0.568,0.000,0.000,12,2.209,2.000,1.000
2015-10-12,75,0.877,5.000,2.000,23,8.086,2.000,0.000,11,-5.556,0.000,1.000,6,0.464,1.000,0.368,8,0.787,1.000,2.000,28,8.451,5.000,0.000,9,-0.164,0.002,0.000,6,5.663,3.000,0.000
2015-10-13,13,1.868,0.050,0.000,1,-0.142,0.000,0.000,3,-0.426,0.000,0.000,12,8.325,3.135,0.000,3,0.802,0.000,0.000,11,-0.000,0.000,0.000,0,0.000,0.000,0.000,2,1.172,1.000,0.000
2015-10-14,44,11.131,2.000,0.000,4,-1.428,0.000,1.000,9,3.387,3.000,0.000,7,2.704,2.000,1.000,0,0.000,0.000,0.000,24,1.033,1.000,1.000,2,-0.141,0.000,0.000,0,0.000,0.000,0.000
2015-10-15,16,2.985,1.000,0.000,1,1.218,1.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,1,-0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-16,25,4.314,3.368,0.000,4,1.825,1.000,0.000,7,1.644,1.000,0.000,3,5.561,3.000,0.000,2,-0.142,0.000,0.000,7,0.391,0.000,0.000,2,-0.715,0.000,0.000,2,0.817,1.000,1.000
2015-10-17,54,0.040,2.019,1.007,6,0.976,0.000,0.000,13,4.224,3.000,1.000,8,7.765,4.000,0.000,5,1.541,1.000,0.000,16,-0.852,0.000,0.000,4,0.895,1.000,0.000,3,-0.426,0.000,0.000
2015-10-18,38,10.266,4.000,0.000,5,1.576,1.000,0.000,9,2.414,1.000,0.000,10,6.103,4.000,0.001,8,4.026,3.000,0.000,64,12.351,9.000,0.000,3,1.450,0.000,0.000,2,-0.145,0.000,0.000
2015-10-19,36,0.165,3.000,1.000,7,4.960,2.000,0.000,4,-0.497,0.000,0.000,4,2.670,1.000,0.000,3,0.852,0.000,0.000,25,3.821,2.000,0.000,0,0.000,0.000,0.000,2,0.604,0.000,0.000
2015-10-20,30,2.020,2.000,1.000,4,-0.597,0.000,0.000,8,0.295,0.000,0.037,23,17.164,9.368,0.000,3,-0.000,0.000,0.000,19,0.884,1.000,0.000,1,1.019,1.000,0.000,1,-0.003,0.000,0.000
2015-10-21,24,3.456,1.368,0.000,8,0.489,1.000,1.000,1,-0.142,0.000,0.000,4,0.799,0.000,0.000,0,0.000,0.000,0.000,8,-0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-10-22,42,-1.134,2.000,2.007,7,0.561,0.000,0.000,6,-0.508,0.000,0.000,10,7.411,5.000,1.000,1,0.426,0.000,0.000,19,0.554,0.000,0.000,3,0.163,0.000,0.000,9,-0.578,0.000,0.000
2015-10-23,52,2.314,2.000,1.007,5,1.700,0.000,0.000,4,-0.232,1.000,0.000,5,5.589,3.000,0.000,5,0.802,1.000,0.000,18,1.442,1.000,0.000,2,-0.284,0.000,0.000,4,-0.519,0.000,0.000
2015-10-24,13,1.707,1.000,0.000,6,2.823,2.000,1.000,8,2.002,3.000,1.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,4,2.304,1.000,0.000,2,0.437,0.000,0.000,8,2.649,2.000,1.000
2015-10-25,108,11.359,6.368,0.000,16,1.789,1.000,0.000,18,0.659,3.000,2.000,6,1.001,0.000,0.000,7,0.362,0.000,0.000,77,6.838,6.000,3.104,2,-0.284,0.000,0.000,10,5.412,1.000,0.000
2015-10-26,142,4.268,4.142,1.000,19,3.849,2.000,0.000,13,0.459,1.000,1.000,10,2.411,2.000,0.000,2,-0.994,0.000,0.000,32,0.975,2.000,1.000,2,0.419,0.000,0.000,5,0.528,1.000,0.000
2015-10-27,126,-2.292,4.000,3.000,26,6.210,5.000,1.000,17,1.202,3.000,1.018,11,-1.234,1.000,2.000,7,0.550,0.000,0.000,27,0.142,0.000,0.000,5,-0.008,1.368,1.000,6,0.482,1.000,0.000
2015-10-28,87,-4.813,1.000,3.001,31,11.795,8.000,0.000,6,-1.158,0.000,0.000,0,0.000,0.000,0.000,6,0.000,0.000,0.000,38,-0.320,0.000,1.000,3,2.308,1.000,0.000,14,1.377,1.000,1.000
2015-10-29,121,7.021,3.368,1.000,31,4.131,4.000,2.000,15,0.534,2.018,2.000,29,13.440,8.000,1.000,17,-0.094,0.000,2.000,84,10.156,10.000,1.000,3,0.029,0.000,0.000,5,0.923,0.000,0.000
2015-10-30,106,0.653,3.018,2.000,22,1.889,2.000,2.000,18,-3.383,1.000,2.000,24,19.887,8.154,0.000,9,0.408,0.000,0.000,83,11.070,9.000,3.000,9,1.140,0.000,0.000,12,5.329,4.000,1.000
2015-10-31,131,5.350,7.000,2.000,36,6.127,7.000,1.000,27,-9.540,0.000,6.000,11,2.477,2.000,0.000,4,2.614,1.000,0.000,40,-8.261,2.000,2.000,10,-0.403,2.000,1.000,15,1.687,4.000,2.000
